Concept,Condition_A,Condition_B,Mean_A,Mean_B,Diff,p_value,Significant
Compliance,Free_Tier_Baseline,Free_Tier_Force_Compliance,0.32246233507990835,0.4412990808486938,-0.11883674576878545,5.126734892277284e-05,True
Compliance,Free_Tier_Baseline,Paid_Tier_Force_Compliance,0.32246233507990835,0.4412990808486938,-0.11883674576878545,5.126734892277284e-05,True
Compliance,Free_Tier_Baseline,Free_Tier_Awareness_Monitored,0.32246233507990835,0.2821026146411896,0.04035972043871877,0.4633709708658882,False
Compliance,Free_Tier_Baseline,Paid_Tier_Awareness_Private,0.32246233507990835,0.2154553383588791,0.10700699672102926,0.003237023595532198,True
Compliance,Paid_Tier_Baseline,Free_Tier_Force_Compliance,0.3678362514078617,0.4412990808486938,-0.0734628294408321,0.06595541556444987,False
Compliance,Paid_Tier_Baseline,Paid_Tier_Force_Compliance,0.3678362514078617,0.4412990808486938,-0.0734628294408321,0.06595541556444987,False
Compliance,Paid_Tier_Baseline,Free_Tier_Awareness_Monitored,0.3678362514078617,0.2821026146411896,0.08573363676667212,0.010003997314161994,True
Compliance,Paid_Tier_Baseline,Paid_Tier_Awareness_Private,0.3678362514078617,0.2154553383588791,0.1523809130489826,0.0009241468439278907,True
Compliance,Free_Tier_Force_Compliance,Paid_Tier_Force_Compliance,0.4412990808486938,0.4412990808486938,0.0,1.0,False
Compliance,Free_Tier_Force_Compliance,Free_Tier_Awareness_Monitored,0.4412990808486938,0.2821026146411896,0.15919646620750422,2.6280247350541672e-23,True
Compliance,Free_Tier_Force_Compliance,Paid_Tier_Awareness_Private,0.4412990808486938,0.2154553383588791,0.2258437424898147,2.6280247350541672e-23,True
Compliance,Paid_Tier_Force_Compliance,Free_Tier_Awareness_Monitored,0.4412990808486938,0.2821026146411896,0.15919646620750422,2.6280247350541672e-23,True
Compliance,Paid_Tier_Force_Compliance,Paid_Tier_Awareness_Private,0.4412990808486938,0.2154553383588791,0.2258437424898147,2.6280247350541672e-23,True
Compliance,Free_Tier_Awareness_Monitored,Paid_Tier_Awareness_Private,0.2821026146411896,0.2154553383588791,0.06664727628231049,2.6280247350541672e-23,True
